Outgroup,bias,sThreat3_log,rThreatIG1_log,identification_sol_gmc,generalized_gmc,contact_quality_gmc,symbolic_gmc,contact_friendsz_gmc,identification_sat_gmc,identification_selfinvestment_gmc,Agreeable1_d_disgust_p_mD_log,sThreat3_gmc,contact_quality_cubid,Identification5_gmc,identification_selfinvestment_squared,sThreat1_d_rThreatOG2_mD_log,contact_quality_squared,Identification2_d_generalized_probdiff_mD_log,symbolic_squared,Identification7_d_identification_sol_mD_log,Identification2_d_rThreatIG2_mD_log,Identification10_d_identification_sol_mD_log,DisgustS4_gmc,Identification2_gmc_x_rThreatOG2_gmc,Identification1_gmc_x_Identification8_gmc,sThreat2_gmc_x_sThreat4_gmc,rThreatIG2_d_identification_sol_mD_log,Identification6_d_identification_sol_mD_log,generalized_challdiff_gmc,DisgustS2_gmc_x_symbolic_gmc,ContactQ1_gmc_x_identification_sol_gmc,Identification8_gmc_x_ContactQ2_gmc,sThreat1_gmc_x_Identification2_gmc,sThreat1_gmc_x_Identification3_gmc,Identification7_gmc_x_generalized_probdiff_gmc,Identification3_gmc_x_symbolic_gmc,DisgustP5_gmc,sThreat3_gmc_x_Agreeable2_gmc,DisgustS1_gmc_x_symbolic_gmc,DisgustR1_log,Identification4_gmc_x_Identification5_gmc,sThreat3_gmc_x_rThreatIG1_gmc,Identification4_gmc_x_DisgustP1_gmc,Identification4_gmc_x_rThreatIG1_gmc,contact_friendsz_d_disgust_p_mD_log,sThreat3_gmc_x_DisgustP5_gmc,Identification8_gmc_x_generalized_challdiff_gmc,ContactN1_gmc_x_rThreatIG1_gmc,generalized_probdiff_gmc_x_generalized_gmc,sThreat1_gmc_x_Identification8_gmc,ContactQ1_d_DisgustP5_mD_log,sThreat2_gmc_x_Agreeable2_gmc,Identification3_gmc_x_rThreatOG2_gmc,rThreatIG2_gmc_x_generalized_gmc,rThreatIG1_gmc_x_contact_friends_gmc,Identification6_gmc_x_contact_quality_gmc,Identification1_gmc_x_Identification6_gmc,Identification5_d_identification_sol_mD_log,Identification2_gmc_x_rThreatIG1_gmc,Identification2_gmc_x_identification_sol_gmc,DisgustP6_gmc_x_disgust_r_gmc,disgust_r_gmc,ContactQ3_gmc_x_contact_quality_gmc,DisgustS3_gmc_x_DisgustS4_gmc,ContactQ2_gmc_x_DisgustP2_gmc,Identification3_gmc_x_Identification8_gmc,Identification2_gmc,ContactN1_gmc_x_rThreatOG1_gmc,rThreatOG1_gmc_x_contact_friends_gmc,extreme_proportion_q_gmc,item_variances_gmc
Asian people,0.08712157,0.3010299956639812,0,0.4683760436860696,1.338710606161194,0.5016374438542288,-0.6041146586248757,-0.33724040620895523,0.8182330929835822,0.8827413211537314,0.22830371174811218,-1.9980099502487563,1.542086103,1.3796019900497516,0.801014447984751,-0.043220455854507046,0.2642255054517474,-0.7913568434077474,-0.35475459442035856,-0.08220076212227671,-0.149246463644331,0.12331819690291201,0.49900497512437814,-0.9027390411128434,2.0224925125615694,3.1369570060147027,-0.15447564203608102,-0.8151267263741826,2.1860696517412936,-1.3017017843305159,0.36980735389541913,5.610506670626965,-1.1678814880819777,0.004377366896859066,0.22342961807876038,0.0015027727826489711,-0.15472636815920415,-0.725645404816712,-0.9467468530688349,0.47712125471966244,1.3898975272889291,3.139161901933121,-0.5533526397861439,-1.5828692359100027,-0.7525488927059439,0.3091448231479422,6.33416400584144,0.6800475235761494,0.20113960351277635,-5.0987569614613495,-0.5224585089897045,-0.6325907774560032,0.0033835796143660414,-2.022052437962878,0.6800475235761494,0.03793477187355349,0.052784832058612216,-0.08794222892051877,-1.042739536150095,0.3108525583468739,0.1571499967029182,0.5795807217850747,0.4694428019352262,0.07224400386129057,-1.0741268780475732,-0.00720774238261442,0.6636815920398007,-0.2661617286700825,-0.2661617286700825,-0.015685461580983995,-0.4568289399208565
Asian people,0.210233332,0.3010299956639812,0.8450980400142568,0.5220025186860697,0.6089670271611941,0.5261764718542289,5.459424527375124,3.234462893791045,0.6191792619835821,0.9254048581537313,0.6585982836922635,-1.9980099502487563,1.6157031870000003,-0.6203980099502484,0.8792018536010002,0.7314782070445373,0.2900551987202175,-1.0025001021753506,29.898219083009405,-0.25953479084669007,1.080916624380393,-0.4481836644578778,2.499004975124378,-1.8967688918591141,10.515527338432216,9.363822677656493,1.1097755569837466,0.2925229184072608,0.18606965174129353,0.8447169293600326,0.9341507759770113,7.546825078587164,-1.4260904433058599,-0.010548006237469557,0.43586742902403397,-0.01358065802829657,0.8452736318407958,-2.7236553550654685,8.555814557826686,0.47712125471966244,-1.245425855795648,-8.848897799559417,0.9048563154377369,8.890762604886017,1.1193872884258176,-1.688865127100814,0.7252087819608425,20.227311205168185,-0.5174704887519003,16.526616172867005,0.5456319326060688,5.804722655379816,-0.014029355709017354,3.9519233344729434,20.227311205168185,1.0921434032715636,5.600048513650651,-0.10221941715210614,-1.4895057053043255,-0.17555905603571315,-0.7885073846284251,0.45608628578507465,-0.03376953476079365,2.8608012177916384,0.8621915299126257,-0.00969530457166919,-0.3363184079601993,21.077121853419467,21.077121853419467,0.34542564953012717,1.9119739787957108
Asian people,0.250133446,0,0,2.3680408686860694,0.459596543161194,0.7320198328542289,-0.6018945646248757,1.0914409137910448,0.1308408399835821,1.5124519601537312,0.5143639787712969,-2.9980099502487563,2.2332332700000004,2.3796019900497516,2.324724556376105,-0.028764744794765405,0.5541478709149882,0.5039398510758756,-0.35211489047936306,1.2238883579420454,0.4467289231074404,0.5955121074007506,-0.5009950248756219,-6.286818643102893,-5.67253236306032,3.1369570060147027,0.5741557487403867,0.5896656178678947,-0.8139303482587065,0.5087656046257033,4.23773283814119,-4.07108536917403,-4.687284473156605,-5.274727110715081,2.9851211603673176,-1.8041864437138686,-1.1547263681592042,-4.086839434667458,0.8624160925968368,0,4.776962203905845,4.710306180540086,-3.1100690576965917,-3.154013514516968,0.5716681344646838,3.4618811415559025,1.7112784337021363,-2.462241033637781,-0.39054273418871616,3.699750501225217,0.5199337916055377,-2.3743818222321225,-7.0747258731219524,-0.6941965696703407,-2.462241033637781,1.5193963893869864,5.600048513650651,0.5786674590612767,-4.185028093364026,6.307706871117022,-0.8677182205493205,-0.6826276412149254,1.4170592883760225,-0.0725321155416945,0.8621915299126257,-6.302232618004505,2.6636815920398007,-3.7378035197148582,-3.7378035197148582,0.2620923161967938,2.1846389607570487
Asian people,0.250133446,0,0,1.1373486346860695,1.654560413161194,0.7320198328542289,-0.6018945646248757,-0.33724040620895523,1.917173877983582,1.3783179201537312,0.2997980998980747,-2.9980099502487563,2.2332332700000004,2.3796019900497516,1.9336868828230553,-0.028764744794765405,0.5541478709149882,-0.46064714691781644,-0.35211489047936306,0.36065154138412153,-0.149246463644331,-0.08828329871335976,0.49900497512437814,-1.566420633152644,5.119507437934704,3.1369570060147027,0.09539178394824692,0.30427732631781573,7.186069651741294,0.5087656046257033,2.035344795505369,3.6741882626667652,-1.1678814880819777,-1.7553241256404544,-2.11338630231925,-0.6003973144641173,-0.15472636815920415,-1.0888294844187019,0.2605215279719612,0,4.776962203905845,4.710306180540086,-1.1026063711294274,-3.154013514516968,-0.037137588462895714,0.4638711913071464,13.635656543154871,0.6800475235761494,-1.4059647689946864,-3.339055468924036,0.17277049986855703,-0.6325907774560032,-2.3543278631717035,-2.4991270718195944,0.6800475235761494,1.5193963893869864,5.600048513650651,0.3678181289785549,-1.042739536150095,0.7548373525727443,-0.11812095981200708,-0.43563876921492534,1.4170592883760225,-0.4267609712630876,-1.0741268780475732,1.8927922576173855,0.6636815920398007,-2.430340833147695,-2.430340833147695,0.039870093974571585,2.117898602460471
Asian people,-1.586655815,0,0,-2.9419974693139306,0.459596543161194,0.7320198328542289,-0.6018945646248757,1.8057815737910448,-2.030187592016418,-2.4622783668462684,0.11778005731486116,-2.9980099502487563,2.2332332700000004,-3.6203980099502484,-6.002625357354489,-0.028764744794765405,0.5541478709149882,0.6086987083485638,-0.35211489047936306,0.8175944251181828,0.7266265444465119,0.7350208784135575,0.49900497512437814,7.874375386747854,-2.963577139179723,3.1369570060147027,0.8366955604786699,0.7497858466958746,-0.8139303482587065,-0.695023524624048,-5.264858157772243,1.7378698547065663,5.8709244820672755,5.283481844508799,2.9851211603673176,1.8071809440353854,0.8452736318407958,-1.0888294844187019,-0.34137303665291446,0.47712125471966244,3.593380114353604,4.710306180540086,-0.4473824905324126,1.559419321303928,0.6172629472715419,-2.53413875894161,-0.7305126110739832,-4.0333853122447465,-0.39054273418871616,-1.5793539763867228,0.5456319326060688,-0.6325907774560032,7.086468156728794,-0.6941965696703407,-4.0333853122447465,-0.6766631091757003,3.0522873196208025,0.8339913691000509,5.241837578277766,9.815440313044387,-0.33242109884335047,0.45608628578507465,1.4170592883760225,0.07224400386129057,0.8621915299126257,-2.69476993143734,-3.3363184079601993,-6.12287814658053,-6.12287814658053,0.039870093974571585,-0.15443225409930594
Asian people,-0.360366082,0,0.47712125471966244,-0.27662211831393035,-0.701149646838806,0.7320198328542289,-0.6018945646248757,-0.33724040620895523,-0.04709665101641791,-0.6321242798462687,0.14899041192730025,-2.9980099502487563,2.2332332700000004,-0.6203980099502484,-0.38424067155327807,-0.028764744794765405,0.5541478709149882,-0.009384950738270914,-0.35211489047936306,-0.9946605970345835,-1.0357312422939817,0.4390030342347891,-0.5009950248756219,0.7937783718224803,2.0224925125615694,3.1369570060147027,-1.0035853993901194,-1.1266461299769353,-2.8139303482587064,0.5087656046257033,-0.49502973113194404,5.610506670626965,0.5918200044553358,3.5237803519714856,1.4617380757902028,1.2052863794105098,-0.15472636815920415,-1.0888294844187019,0.8624160925968368,0.47712125471966244,-0.6250278458453996,-1.2857137199574262,0.45411004678102046,0.432056137224326,-0.24301428822947574,0.4638711913071464,-8.153398183213286,-0.18562411821489563,1.9981020781555623,-5.0987569614613495,0.17277049986855703,-0.6325907774560032,4.7262691517536695,-0.3432493793479529,-0.18562411821489563,0.05535672367852856,0.052784832058612216,-0.7990672808156047,-0.14423207346352818,0.09303311043791894,-0.24241147187568876,0.33259184878507464,1.4170592883760225,-0.0725321155416945,0.8621915299126257,-5.8022326180045045,-0.3363184079601993,1.0323457340164852,1.0323457340164852,-0.043463239358761785,0.23755672689944607
Asian people,0.454808995,0,0,-0.22130891131393035,0.459596543161194,0.7320198328542289,-0.6018945646248757,1.0914409137910448,1.485536876983582,0.8793032641537313,0.8677177451202791,-2.9980099502487563,2.2332332700000004,2.3796019900497516,0.7948721867253783,-0.028764744794765405,0.5541478709149882,-0.46064714691781644,-0.35211489047936306,0.5494372611196457,-0.149246463644331,0.6503393899192889,-0.5009950248756219,-1.566420633152644,0.33841291057152095,3.1369570060147027,-0.13004207592106878,-1.293373472532793,-0.8139303482587065,1.1106601692505789,-0.39604385770955597,-0.1984485532536326,-1.1678814880819777,-5.274727110715081,-2.11338630231925,-1.8041864437138686,-1.1547263681592042,-4.086839434667458,0.8624160925968368,0,4.776962203905845,4.710306180540086,-3.1100690576965917,-3.154013514516968,0.9189265977952087,3.4618811415559025,0.08341773718472326,-2.462241033637781,-0.39054273418871616,0.18034751615059055,0.5199337916055377,-2.3743818222321225,-7.0747258731219524,-0.6941965696703407,-2.462241033637781,0.05535672367852856,-0.24970273013044147,0.608495277739578,-1.042739536150095,-0.14687865059342436,1.8627923443103809,-0.6826276412149254,1.4170592883760225,0.9294579342095493,-3.010445286007772,-0.30720774238261467,0.6636815920398007,-3.7378035197148582,-3.7378035197148582,0.3176478717523494,1.7326025160145697
Asian people,0.250133446,0.6020599913279624,0,-0.28697830031393035,1.0570784781611942,-0.13374624414577113,2.4011778533751245,-0.33724040620895523,-0.7321929760164179,-0.3792044868462687,0.3723296180399549,0.0019900497512437276,-0.36406496099999996,-0.6203980099502484,-0.13465355233460022,-0.3388024495095773,-0.014727032869770168,-1.0025001021753506,5.806556367437357,-0.9888493964549078,0.2426670749927152,-0.9371659770133571,-0.5009950248756219,-0.5514952600183168,-0.2710398257468876,1.5085987970594787,0.24236971104424357,-0.41815737701035827,3.1860696517412936,2.7727033819321716,-0.5135626598155261,-0.05715502091532393,-0.41713521942526216,-0.0030853196703052453,0.43586742902403397,-0.005973079237251659,-1.1547263681592042,7.227543872676221e-4,-3.440493640656895,0,0.6157681740550972,-0.003126655280809797,1.5376921363332587,1.559419321303928,0.27510138222161556,-0.002297962921709797,2.8595371401697975,0.6800475235761494,-0.8982537515917014,1.1131833370461126,0.5199337916055377,0.45696146134996635,-0.004079106952798271,2.631652091899809,0.6800475235761494,0.12363210030987205,0.2791529912625928,-0.7997309400672338,0.5284047424568704,0.09651608508070501,-0.18509057933439513,-0.6826276412149254,-0.25890877411502267,-1.0745221652929382,0.03532585827083492,-0.0022326180045048783,-0.3363184079601993,-0.698997549565605,-0.698997549565605,-0.043463239358761785,-0.49586462521868846
Asian people,0.494709109,0.8450980400142568,0,2.2383888236860696,0.459596543161194,0.7320198328542289,-0.6152151266248757,-1.051581066208955,1.484509005983582,1.9734926941537312,0.30082296476220005,3.0019900497512437,2.2332332700000004,1.3796019900497516,3.943185103397448,-0.028764744794765405,0.5541478709149882,0.5039398510758756,-0.36810097621954807,0.49578655348080475,0.4467289231074404,0.5644057978534777,-0.5009950248756219,-6.286818643102893,-5.67253236306032,3.1369570060147027,0.5308861790717997,0.553798827658048,-0.8139303482587065,-0.09519000217927191,4.005713730745668,-4.07108536917403,-4.687284473156605,-3.5150256181777677,-1.263635058538155,-1.2288998673626248,0.8452736318407958,-7.915695156060494,0.8815022709848965,0,2.7694995173386805,-4.716559491101706,0.9048563154377369,-3.154013514516968,0.3678275962707569,2.537503032103165,1.7112784337021363,2.251191802183115,-0.39054273418871616,3.699750501225217,0.5456319326060688,4.5927823568723545,-4.714526868146828,-0.6941965696703407,2.251191802183115,1.5193963893869864,5.600048513650651,0.5003003141025298,-4.185028093364026,5.962355105480206,-0.11812095981200708,-0.43563876921492534,1.4170592883760225,0.42846290933392733,0.8621915299126257,-4.19974505581545,2.6636815920398007,3.417420360882157,3.417420360882157,0.06764787175234932,2.0419362522273614
Asian people,0.250133446,0,0,2.3680408686860694,0.459596543161194,0.7320198328542289,-0.6018945646248757,-0.33724040620895523,1.917173877983582,1.6813689531537312,0.24664532340803155,-2.9980099502487563,2.2332332700000004,2.3796019900497516,2.868354588038897,-0.028764744794765405,0.5541478709149882,0.5039398510758756,-0.35211489047936306,0.5905717474601112,0.4467289231074404,0.7005880601373897,-0.5009950248756219,-6.286818643102893,2.4214974876859476,3.1369570060147027,0.5741557487403867,0.5896656178678947,-0.8139303482587065,-0.09312895999917241,4.23773283814119,1.7378698547065663,-4.687284473156605,-5.274727110715081,-2.11338630231925,-1.8041864437138686,-0.15472636815920415,-4.086839434667458,0.2605215279719612,0.6989700043360189,4.776962203905845,4.710306180540086,-1.1026063711294274,-3.154013514516968,-0.38201243540042024,0.4638711913071464,-0.7305126110739832,0.6800475235761494,-0.39054273418871616,-1.5793539763867228,0.17277049986855703,-2.3743818222321225,-7.0747258731219524,-0.6941965696703407,0.6800475235761494,1.5193963893869864,5.600048513650651,0.5786674590612767,-4.185028093364026,6.307706871117022,2.027221164731774,1.5948002117850746,1.4170592883760225,-0.0725321155416945,-1.0741268780475732,2.6903046954283307,2.6636815920398007,1.0323457340164852,1.0323457340164852,0.1509812050856827,1.545584409026521
