Variable,ParamWeight
(Intercept),-0.6634127383794254
contact_quality,-0.24210632216353467
symbolic,0.1737287485814087
identification_selfinvestment,0.14486692195728165
contact_friendsz,-0.13868460234154806
generalized,0.13558697594453306
identification_sol,0.12918829332932652
sThreat3,0.09259432214192195
identification_sat,0.08138112797271821
Identification3,0.05574981234405972
Identification5,0.05161989858022466
generalized_challdiff,0.05135000700975022
disgust_r,-0.03918669634375369
rThreatIG1,-0.031194836053699843
DisgustR1,-0.022496280923147247
DisgustP6,-0.017721114369027326
DisgustP5,-0.011893274018405581
Agreeable2,0.005113156258783034
DisgustS4,-0
