Bias,OutgroupAttitudes,SymbolicThreat,BigFiveAgreeable,GeneralizedThreat,ID.fSELFINVESTMENT,Contact_quality,Contact_numberfriends
-0.60665066,2.76722458,-0.707433107,0.22034546,0.106770003,0.343028843,0.759556855,-0.238636359
0.33622297,-0.16241654,0.095714946,0.39045741,0.003309808,0.032056398,0.203583991,-0.238636359
0.56853865,0.80929721,-0.89648356,0.22034546,0.106770003,1.562167217,1.215364334,-0.238636359
0.10390729,-0.94321663,1.333647746,0.0502335,0.106770003,-0.268805194,-0.686712882,-0.238636359
-0.21988471,0.03333041,-0.849220947,0.64406358,0.106770003,1.039837278,-0.686712882,-0.238636359
-1.5495243,1.79067754,-0.849220947,0.64406358,0.106770003,-1.322252083,0.685673903,-0.238636359
2.22197024,-1.13896358,0.711039729,0.0502335,2.817999672,1.625059473,-1.168802795,-0.238636359
-0.28285866,-0.16241654,0.388711853,-0.54359657,-1.404035124,-0.819383733,-1.047319325,-0.238636359
-0.93044267,-0.16241654,-0.943746173,-0.96731469,0.106770003,-2.099286406,1.984177736,-0.238636359
-0.1420193,0.4226366,-0.89648356,0.81417553,-0.700362658,-0.530203825,1.43272361,2.761363641
0.9553046,-0.16241654,0.095714946,0.81417553,-2.004247395,0.549576106,0.564190433,-0.238636359
-0.28285866,-0.3533302,0.74765393,0.0502335,-1.09365454,-0.678969742,-0.32610644,-0.238636359
3.55160983,-1.72885002,0.758302342,-1.39103282,1.721035325,1.855521799,-0.925835855,-0.238636359
-0.83896634,1.00987745,-0.991008786,0.22034546,0.106770003,-2.013258966,0.854757891,-0.238636359
1.27909661,-1.13896358,0.388711853,0.0502335,-1.404035124,1.401704946,0.085944488,-0.238636359
-0.1420193,-0.16241654,1.608713008,0.30383967,0.003309808,1.976488699,0.082100521,-0.238636359
2.22197024,-0.16241654,-0.707433107,-0.20337267,2.921459867,2.605738269,-3.357603501,-0.238636359
-0.60665066,-0.16241654,-0.849220947,0.22034546,0.106770003,1.066879403,0.446550931,-0.238636359
-0.60665066,-0.16241654,0.190240172,0.47395162,0.210230198,-0.659698655,1.623571294,-0.238636359
-0.60665066,-0.16241654,0.765585575,-0.11987845,0.810442469,-1.280501833,0.685673903,-0.238636359
0.33622297,-0.16241654,0.095714946,-0.62709079,0.313690393,0.859602248,0.446550931,-0.238636359
-0.28285866,-0.3533302,-0.849220947,0.0502335,0.106770003,-0.749641001,0.277466942,-0.238636359
-0.60665066,0.8141305,-0.849220947,-0.11987845,0.106770003,-1.201127843,0.446550931,-0.238636359
0.72298892,-1.13896358,1.135176064,-0.96731469,0.106770003,1.143485358,-0.851952903,-0.238636359
0.66001497,-1.13896358,1.033367605,0.39045741,-0.88673415,-0.077828741,-1.381643334,-0.238636359
0.01243097,0.02849711,-0.849220947,-0.96731469,0.106770003,-0.489378097,-0.322262472,-0.238636359
1.27909661,0.8141305,-0.024025159,0.22034546,1.907406816,1.266836492,-0.443745942,-0.238636359
-0.60665066,-0.16241654,-0.991008786,-0.62709079,-1.300574929,-2.329952382,0.395106445,-0.238636359
-0.21988471,0.02849711,-0.89648356,-0.62709079,0.106770003,0.299914743,0.085944488,-0.238636359
0.16688124,0.22424406,-0.849220947,0.22034546,0.106770003,0.074949018,-0.443745942,-0.238636359
-0.60665066,-0.16241654,0.029769777,0.81417553,0.106770003,-0.837267872,-0.686712882,-0.238636359
-0.60665066,-0.16241654,0.663777116,0.22034546,0.106770003,-0.262693555,-0.20462297,-0.238636359
-0.28285866,-0.3533302,-0.32842139,0.81417553,-1.507495319,-0.718743897,0.503137183,0.761363641
2.22197024,-2.11551062,2.69543674,-0.11987845,0.003309808,-0.326762501,-1.233700012,0.761363641
2.22197024,-0.16241654,2.600911513,0.30383967,2.217787401,2.183969797,1.150467116,0.761363641
-0.60665066,-0.16241654,1.710521468,-0.62709079,1.017362859,1.428318714,-0.50864316,0.761363641
-0.37433498,-0.16241654,0.095714946,-0.11987845,-2.707919862,-1.280394912,0.911344144,0.761363641
-0.60665066,-0.16241654,-0.849220947,0.0502335,0.106770003,-0.561621582,1.575970776,-0.238636359
3.48863588,-1.32987724,3.922721128,0.22034546,3.728592528,2.367329928,-1.216403313,-0.238636359
2.54576224,-0.3533302,-0.849220947,0.22034546,0.500061884,2.432955521,-0.035538982,-0.238636359
1.27909661,-0.16241654,-0.849220947,-0.62709079,0.210230198,1.563605489,-0.443745942,-0.238636359
-0.60665066,-0.16241654,-0.89648356,-0.96731469,1.803946621,-0.186656578,-0.565229412,-0.238636359
0.80085433,-1.33471053,2.271300405,0.0502335,0.603522079,1.02329946,-0.20462297,-0.238636359
-0.60665066,1.79067754,-0.943746173,0.81417553,-3.494503624,0.576688986,0.03834397,-0.238636359
-0.99341662,-0.16241654,-0.707433107,0.22034546,0.106770003,-0.372562172,1.224350068,0.761363641
-0.60665066,1.00987745,-0.991008786,-1.56114477,0.106770003,2.475516418,1.984177736,-0.238636359
0.66001497,-1.13896358,0.388711853,0.22034546,0.003309808,-0.837675463,1.167763815,-0.238636359
-0.60665066,0.8141305,0.095714946,-0.11987845,0.106770003,-0.745870302,-0.686712882,-0.238636359
-0.60665066,-0.16241654,-0.89648356,-0.79720274,0.003309808,0.321290839,-0.443745942,-0.238636359
-0.60665066,2.76722458,-0.991008786,0.81417553,0.106770003,-0.457445436,2.040763989,0.761363641
0.33622297,-0.16241654,0.048452333,-0.11987845,-0.803822853,0.802317738,-0.443745942,-0.238636359
2.60873619,-1.13896358,2.014917698,-0.11987845,0.417150587,1.054106163,-1.334042815,-0.238636359
-0.60665066,0.8141305,-0.89648356,0.39045741,-1.300574929,-1.377283577,1.093880864,-0.238636359
-0.60665066,-0.16241654,-0.849220947,-0.20337267,0.106770003,0.259084456,0.503137183,0.761363641
-0.60665066,-0.16241654,1.399592915,-0.20337267,1.907406816,0.149735304,-1.094919843,-0.238636359
-0.60665066,0.02849711,-0.574155684,0.64406358,0.106770003,-0.470444313,0.920329878,1.761363641
-0.60665066,-0.16241654,-0.526893071,0.22034546,0.106770003,-0.252641739,-0.322262472,-0.238636359
1.60288861,-0.94804993,1.17729344,-0.28999041,0.396601689,1.533863479,-1.816132728,-0.238636359
0.33622297,-0.16241654,1.087913451,0.22034546,1.514114935,0.336127618,-1.455526285,-0.238636359
1.62374927,-0.17691642,4.035177999,0.22034546,2.817999672,0.686550831,-0.686712882,-0.238636359
-0.45220039,0.03333041,0.095714946,-0.11987845,-2.004247395,0.292822646,0.685673903,-0.238636359
0.56853865,-1.33471053,0.860110802,-0.54359657,1.41065474,-0.097579116,-1.937616198,-0.238636359
2.22197024,-0.16241654,0.125045914,0.22034546,1.514114935,2.44030026,0.03834397,-0.238636359
-0.60665066,2.76722458,-0.849220947,0.39045741,0.106770003,-0.669026623,2.097350242,1.761363641
-0.60665066,1.79067754,0.519851281,0.30383967,-0.596902463,0.499716758,0.729430454,-0.238636359
-0.60665066,-0.16241654,-0.991008786,0.81417553,0.106770003,-2.218122005,1.984177736,-0.238636359
-0.60665066,0.8141305,0.758302342,0.81417553,0.706982274,0.630073443,-0.686712882,-0.238636359
3.78392551,-2.90114401,4.208434802,0.22034546,4.328804799,0.251998064,-2.875513589,-0.238636359
-0.60665066,-0.16241654,-0.849220947,-0.96731469,0.106770003,1.262415652,-0.686712882,-0.238636359
1.04678093,0.03333041,1.058582483,0.39045741,0.313690393,1.667706095,-0.148036717,0.761363641
-0.60665066,-0.16241654,-0.849220947,0.30383967,0.106770003,-2.024241296,-0.686712882,-0.238636359
3.95326724,-2.31125757,0.703756496,-1.05080891,0.106770003,1.337988507,-1.334042815,-0.238636359
-0.60665066,-0.16241654,0.142977559,0.81417553,0.106770003,-0.074201846,-0.443745942,-0.238636359
-0.60665066,-0.16241654,0.17959176,0.30383967,-1.09365454,-0.033276937,-0.565229412,-0.238636359
-0.60665066,-0.16241654,1.333647746,0.0502335,0.106770003,0.05975267,-0.0831395,-0.238636359
-1.8733163,-0.16241654,-0.89648356,-0.11987845,-1.900787201,-2.148283307,0.377809746,0.761363641
0.80085433,1.39918364,-0.849220947,0.81417553,0.106770003,2.605738269,1.215364334,-0.238636359
1.75733888,-1.13413029,0.435974467,0.0502335,0.913902664,0.325058531,-1.094919843,-0.238636359
-0.60665066,2.76722458,-0.89648356,-0.11987845,0.106770003,1.476841454,0.494151449,-0.238636359
0.01243097,-0.94804993,0.023237454,-0.11987845,0.106770003,1.237452775,-0.686712882,-0.238636359
-0.60665066,-0.16241654,-0.603486652,-0.11987845,-1.300574929,-1.133521316,-0.565229412,-0.238636359
-0.60665066,-0.16241654,0.268971749,-0.11987845,0.106770003,-0.168140716,0.138686773,0.761363641
-2.3230562,1.40401693,-0.89648356,-1.22092086,-0.596902463,-1.715598903,1.215364334,-0.238636359
2.15899629,-0.3533302,1.087913451,0.64406358,1.41065474,0.912549909,-1.577009755,-0.238636359
-0.60665066,-0.16241654,-0.849220947,0.0502335,-1.900787201,0.005373295,-0.278505922,-0.238636359
-0.60665066,-0.16241654,-0.943746173,0.81417553,0.106770003,-0.133485128,0.685673903,-0.238636359
2.22197024,-3.09205766,2.198822913,-1.56114477,2.921459867,-0.483870463,-3.357603501,-0.238636359
-0.60665066,0.8141305,1.747135669,0.30383967,2.114327206,1.074864822,-0.20462297,-0.238636359
-0.60665066,-0.16241654,-0.849220947,-0.96731469,0.106770003,-1.236549894,-0.322262472,-0.238636359
-0.05054298,0.42746989,-0.291807188,0.22034546,-1.404035124,-0.043245666,1.150467116,0.761363641
0.33622297,-1.13896358,-0.707433107,-0.79720274,0.706982274,-0.040697137,-1.937616198,-0.238636359
-1.78183998,1.00987745,-0.849220947,0.22034546,-2.004247395,-0.134195264,0.316756496,1.761363641
0.5055647,1.20826999,-0.281158776,0.64406358,0.106770003,1.578929298,-0.642904591,4.761363641
0.39919692,-1.13896358,0.142977559,-0.11987845,-1.300574929,-0.358529155,-0.44758991,-0.238636359
