Bias,OutgroupAttitudes,SymbolicThreat,BigFiveAgreeable,GeneralizedThreat,ID.fSELFINVESTMENT,Contact_quality,Contact_numberfriends
2.18865698,-2.65068653,0.035835815,-1.29808203,0.73984934,0.4397587534,-0.75537857,-0.2081448
-4.04687924,2.19174523,-0.238481018,-1.29808203,-2.15298404,-1.2449293706,1.32685798,-0.2081448
-0.25443803,2.19174523,2.058013761,0.69341341,1.42311196,1.2918435536,0.83584346,-0.2081448
1.42235737,-1.68220018,-0.419025927,0.09092549,1.42311196,1.2838983673,-0.95842886,-0.2081448
2.58989287,-2.65068653,-0.382916945,-0.90482223,-0.1031962,-0.2707326425,-0.95842886,-0.2081448
1.71556925,0.0267015,-0.382916945,0.50938173,3.83659655,0.7555805889,-0.47855871,-0.2081448
-3.28057963,0.48284355,-0.238481018,-0.69559411,-1.67363525,-4.0065147006,0.77593709,3.7918552
0.73466392,1.0709289,-0.382916945,0.48418529,1.94659164,1.2838983673,-0.16834789,-0.2081448
-0.28867537,-0.16010122,3.583047385,-0.51156243,4.72377299,-0.9096130759,1.58818038,3.7918552
-2.47810785,1.77687148,1.909429896,0.48418529,-1.46972143,-0.9222535826,0.93181749,-0.2081448
1.64178257,-0.71371383,-0.274589999,0.90264153,1.26332903,1.0173398131,1.23088395,-0.2081448
-2.37008383,0.44157525,-0.310698981,0.27495717,0.58006641,-0.4518829474,-0.7664808,-0.2081448
2.40470501,-2.23581278,-0.382916945,0.30015361,1.94659164,1.2865467627,-0.95842886,-0.2081448
-0.47386323,0.99518785,1.657654812,-0.11830263,-0.1031962,0.730121945,-0.57453274,-0.2081448
-2.15065863,0.25477253,0.122349736,-0.11830263,-0.78645882,-1.2059626019,0.63279317,-0.2081448
-2.04263462,1.4100616,-0.274589999,0.50938173,-1.3099385,-1.4100387367,0.41859852,-0.2081448
1.09490816,0.0267015,-0.346807963,-0.11830263,-1.67363525,0.5411966529,-0.67050677,-0.2081448
1.20293218,0.25477253,0.229688893,-0.11830263,1.94659164,0.6420370445,0.02360017,-0.2081448
-2.15065863,2.19174523,-0.310698981,-0.11830263,-0.1031962,0.247169958,0.23783696,-0.2081448
0.47424707,0.44157525,-0.274589999,0.30015361,0.05658673,0.2233694042,-0.072416,-0.2081448
0.69367227,0.25477253,-0.122969419,0.30015361,-0.62667589,0.3993422539,0.82478337,-0.2081448
0.69367227,1.22325888,-0.346807963,0.50938173,1.26332903,1.2328845086,1.1127476,-0.2081448
0.87548297,-1.3566586,-0.195187383,-0.11830263,-3.72342309,-0.4041992298,0.53681915,-0.2081448
-1.52999755,1.03645616,0.078068312,0.09092549,-1.67363525,0.3370937916,0.81368114,-0.2081448
0.76745895,0.25477253,4.513190342,-0.32753075,3.83659655,0.3203890112,2.6883879,3.7918552
-3.42621815,0.80838513,-0.419025927,-1.29808203,-2.15298404,-1.3958778611,-0.67050677,-0.2081448
-3.09876894,1.22325888,-0.310698981,-0.30233431,-1.3099385,-1.0017349073,-0.56343051,-0.2081448
-0.25443803,0.25477253,1.636174202,0.09092549,-0.1031962,-0.4958074414,1.13490992,-0.2081448
2.58989287,-0.71371383,-0.382916945,0.50938173,1.94659164,-0.865942933,0.83584346,-0.2081448
-3.09876894,2.19174523,-0.382916945,-0.27713787,-0.78645882,-1.992450253,-0.072416,-0.2081448
-0.25443803,2.19174523,2.491062479,-0.11830263,0.94376316,0.9195560248,0.53677701,-0.2081448
2.77170357,-1.72346848,-0.382916945,-0.11830263,-1.67363525,0.705388595,-0.86245483,-0.2081448
-0.25443803,1.22325888,-0.346807963,0.50938173,1.26332903,0.3966938584,1.21982386,-0.2081448
0.98688414,0.62158241,-0.382916945,0.69341341,3.35724776,0.9629512512,0.2266926,-0.2081448
0.69367227,0.25477253,-0.419025927,0.50938173,1.94659164,1.221952032,-0.67050677,-0.2081448
2.58989287,-2.65068653,-0.419025927,-0.11830263,-0.26297913,0.0736397009,-0.95842886,-0.2081448
-5.94309984,2.19174523,-0.419025927,0.06572904,-3.51950927,-0.0093698058,-0.95842886,-0.2081448
1.64178257,0.25477253,-0.419025927,0.50938173,1.94659164,1.2865467627,-0.7664808,-0.2081448
-0.58188725,0.25477253,-0.346807963,-0.09310619,-2.67646373,0.0287303402,0.52571691,-0.2081448
1.24054668,-0.4856428,-0.382916945,0.09092549,1.26332903,0.1181805982,-0.67050677,-0.2081448
-0.80131244,-0.94178485,-0.419025927,-0.11830263,-0.26297913,-0.8654344883,0.83584346,-0.2081448
0.69367227,0.25477253,-0.382916945,0.50938173,1.94659164,0.5084108722,-0.57453274,-0.2081448
-2.15065863,-0.71371383,-0.419025927,0.30015361,0.10071762,-3.8180159489,-0.67050677,-0.2081448
2.04301846,0.0267015,-0.346807963,0.90264153,1.94659164,1.0218260587,-0.27546629,-0.2081448
-0.47386323,-0.71371383,-0.419025927,-0.90482223,-4.56646864,-0.9769798539,0.2266926,-0.2081448
2.58989287,-0.71371383,-0.310698981,0.27495717,4.04051037,1.2786015764,0.2266926,-0.2081448
2.04301846,-1.9102712,-0.419025927,0.69341341,1.94659164,0.5632650045,-0.95842886,-0.2081448
0.91309746,-0.16010122,-0.310698981,0.50938173,1.26332903,0.6570231317,0.02360017,-0.2081448
-0.25443803,-0.71371383,-0.00745782,-0.48636599,1.94659164,-0.8351645259,1.23088395,-0.2081448
-0.25443803,2.19174523,-0.274589999,0.90264153,1.94659164,1.2865467627,-0.38258468,-0.2081448
-0.87509912,-0.29884008,-0.310698981,-0.69559411,-0.62667589,-1.3293496961,0.33372672,-0.2081448
1.42235737,-0.52691111,0.157470929,0.90264153,1.26332903,1.2381812995,-0.47855871,-0.2081448
1.64178257,0.25477253,-0.274589999,0.50938173,1.78680871,1.1440871156,-0.37144032,-0.2081448
0.29243638,0.0679698,-0.382916945,-0.48636599,-1.99320111,0.8059145188,-0.37144032,-0.2081448
-3.53761932,1.4100616,-0.382916945,-0.11830263,-0.26297913,-1.0655020715,-0.46741435,-0.2081448
-2.15065863,2.19174523,-0.419025927,-0.90482223,0.58006641,0.0162338056,-0.38258468,-0.2081448
-0.03501284,-1.12858757,-0.419025927,-1.29808203,-3.51950927,-2.4907406398,-0.67050677,-0.2081448
2.58989287,-0.71371383,-0.419025927,0.90264153,1.94659164,0.8042356063,-0.56338837,-0.2081448
-0.80131244,-0.71371383,-0.419025927,0.30015361,-2.15298404,-1.3017167014,-0.46741435,-0.2081448
0.91309746,0.25477253,-0.231296364,0.27495717,1.26332903,0.7824575544,-0.95842886,-0.2081448
0.87548297,-0.94178485,-0.419025927,-0.48636599,1.94659164,-0.4864570398,0.32266663,-0.2081448
-0.25443803,0.25477253,-0.310698981,0.30015361,0.42028348,-0.6343539199,0.2266926,-0.2081448
-3.09876894,2.19174523,-0.202372036,-0.90482223,-0.78645882,-1.3263624058,0.51461468,-0.2081448
1.31433336,-2.65068653,-0.419025927,-1.29808203,-0.26297913,-0.3839874617,-0.86245483,-0.2081448
-3.64564334,2.19174523,-0.310698981,-1.50731015,-2.15298404,-2.2352178102,1.33314147,0.7918552
-0.25443803,-0.71371383,-0.419025927,-0.67039767,-5.613428,-0.1507414862,-0.0613559,-0.2081448
0.58564825,1.03645616,3.467535786,-0.11830263,0.73984934,0.4070591978,1.68415441,3.7918552
0.69367227,-0.71371383,-0.419025927,0.30015361,0.58006641,-0.155249307,0.33376886,-0.2081448
1.09490816,-0.94178485,-0.419025927,0.30015361,1.78680871,0.9398978543,0.2266926,-0.2081448
2.04301846,-0.71371383,-0.382916945,0.90264153,-0.62667589,0.8742266249,-0.95842886,-0.2081448
-2.80555706,0.25477253,-0.310698981,-1.50731015,-2.15298404,-1.9049903455,0.62173308,-0.2081448
3.31857798,-3.43237016,-0.267405346,0.50938173,3.51703069,0.1861767625,-0.95842886,-0.2081448
-1.52999755,-0.94178485,-0.419025927,0.27495717,-2.15298404,-0.05265156,-0.7664808,-0.2081448
1.09490816,-1.49539746,-0.419025927,0.69341341,1.94659164,1.2918435536,-0.86245483,-0.2081448
1.96923178,-2.65068653,0.590519646,0.30015361,-0.62667589,-1.815976363,-0.36033809,-0.2081448
-0.98312314,1.03645616,2.775527331,0.09092549,2.31028839,0.3993422539,1.13490992,-0.2081448
0.29243638,-0.71371383,-0.346807963,0.30015361,1.94659164,-0.0530071956,0.2266926,-0.2081448
-2.15065863,0.25477253,-0.310698981,-0.09310619,-1.99320111,-2.2118472319,0.2266926,-0.2081448
0.29243638,1.4513299,-0.419025927,0.90264153,1.94659164,0.9500329636,-0.57453274,-0.2081448
0.14679786,1.9636742,1.131895309,0.30015361,1.94659164,0.8864699611,0.52571691,-0.2081448
-0.03501284,-0.71371383,-0.382916945,0.30015361,1.78680871,0.4891903584,1.42283201,-0.2081448
1.02112148,0.25477253,-0.419025927,0.50938173,1.94659164,1.2865467627,-0.47855871,-0.2081448
-0.25443803,1.22325888,-0.310698981,0.30015361,1.26332903,0.8285474429,0.62169094,-0.2081448
-1.05690982,2.19174523,-0.419025927,0.90264153,-2.5166808,1.1512525444,-0.38258468,-0.2081448
-3.09876894,0.25477253,-0.274589999,-0.90482223,-1.46972143,-2.0305418176,0.93181749,-0.2081448
2.04301846,-0.71371383,-0.310698981,0.50938173,1.94659164,1.2918435536,0.2266926,-0.2081448
1.49614406,-2.87875756,-0.115784766,-0.87962579,2.31028839,-1.9469446373,-0.86245483,-0.2081448
1.09490816,-0.94178485,0.590519646,-0.30233431,1.78680871,-0.2850511184,-0.26436406,-0.2081448
-1.31057235,1.03645616,-0.238481018,0.30015361,-0.26297913,-0.9181315719,1.52990827,-0.2081448
-0.43624873,1.4513299,-0.00745782,0.48418529,-2.35689787,0.8343843791,0.21554823,-0.2081448
0.25482188,-0.71371383,-0.310698981,-0.48636599,-1.62950436,-1.3606163566,-0.36033809,-0.2081448
-0.80131244,-0.71371383,-0.346807963,-0.90482223,-1.46972143,-0.7692108212,0.82478337,-0.2081448
1.71556925,-1.68220018,1.679467837,0.30015361,3.4728998,0.2313145905,0.42974289,-0.2081448
0.69367227,0.25477253,-0.346807963,0.30015361,0.05658673,1.0464044772,1.02779152,-0.2081448
0.80169629,-0.4856428,-0.419025927,0.09092549,-0.78645882,1.2325456138,-0.7664808,-0.2081448
0.07301118,0.66964627,-0.346807963,0.69341341,1.94659164,0.3993422539,-0.26440619,-0.2081448
-0.25443803,2.19174523,-0.310698981,0.30015361,-3.51950927,1.1388019776,-0.06122949,-0.2081448
-0.25443803,-0.71371383,-0.419025927,-0.90482223,-0.78645882,-0.8119150537,1.23088395,-0.2081448
-2.25868265,1.03645616,-0.419025927,-0.11830263,-2.5166808,0.2404612874,-0.6593624,-0.2081448
-1.20254833,1.22325888,-0.382916945,0.30015361,1.26332903,0.0917619522,-0.37144032,-0.2081448
1.82359327,-0.75498213,1.60006522,0.30015361,4.88355592,0.2481576628,0.63279317,-0.2081448
-2.25868265,0.62158241,-0.382916945,-1.29808203,-0.78645882,-0.324350627,0.32266663,-0.2081448
-1.74942274,1.9636742,-0.382916945,-0.90482223,-1.46972143,0.2357167772,-0.16839003,-0.2081448
-0.47386323,1.22325888,-0.382916945,0.50938173,0.73984934,1.2838983673,1.02779152,-0.2081448
2.99112876,-1.9102712,-0.382916945,0.30015361,-2.88037755,0.9542440377,-0.95842886,-0.2081448
1.16531768,0.40030694,-0.382916945,0.90264153,-5.08994832,0.5823796917,1.73291642,-0.2081448
-0.18065135,-1.12858757,-0.419025927,-0.11830263,-2.15298404,-1.0799540173,-0.7664808,-0.2081448
0.91309746,0.0679698,-0.419025927,0.69341341,3.99637948,0.1867820105,0.04094375,0.7918552
0.47424707,1.4100616,-0.274589999,0.30015361,1.94659164,1.2838983673,-0.072416,-0.2081448
-4.44811513,1.4513299,-0.419025927,-0.30233431,-3.51950927,-2.6121302796,1.75658564,1.7918552
-1.20254833,0.0679698,-0.419025927,0.30015361,-2.67646373,-1.3814106635,-0.86245483,-0.2081448
0.69367227,-1.68220018,-0.346807963,0.09092549,-1.46972143,0.7620381394,0.2266926,-0.2081448
-0.25443803,-0.71371383,-0.419025927,-0.11830263,-0.78645882,1.1229116049,0.54792138,-0.2081448
-1.82320942,-0.29884008,-0.419025927,0.11612193,-0.78645882,-0.2176599771,-0.57453274,-0.2081448
-3.09876894,2.19174523,-0.202372036,0.27495717,0.58006641,0.0630854114,1.6604852,1.7918552
1.42235737,-0.71371383,-0.419025927,0.30015361,0.73984934,-0.6130523265,-0.67050677,-0.2081448
0.80169629,-1.49539746,-0.346807963,0.48418529,-2.15298404,1.075491151,-0.95842886,-0.2081448
-3.20679295,1.77687148,-0.346807963,-0.09310619,-2.15298404,0.0176269034,0.41859852,-0.2081448
2.58989287,-0.71371383,-0.419025927,0.30015361,1.94659164,1.2838983673,-0.67050677,-0.2081448
0.07301118,1.63813262,-0.274589999,0.90264153,1.94659164,1.2918435536,-0.26440619,-0.2081448
2.58989287,-0.71371383,-0.419025927,0.50938173,1.94659164,1.2275877177,-0.67050677,-0.2081448
0.07301118,-0.71371383,-0.274589999,-0.11830263,-1.46972143,-0.6947984655,-0.27546629,-0.2081448
0.76745895,-0.16010122,-0.382916945,0.30015361,2.99355101,0.3733065936,-0.56338837,-0.2081448
1.64178257,-0.71371383,-0.419025927,0.30015361,4.15616241,0.5329239145,-0.95842886,-0.2081448
0.58564825,-0.71371383,-0.310698981,0.90264153,3.35724776,1.2865467627,-0.06122949,-0.2081448
2.04301846,-0.71371383,-0.382916945,0.09092549,-0.78645882,1.2275877177,-0.86245483,-0.2081448
-0.25443803,-0.71371383,-0.346807963,0.09092549,0.58006641,-0.6476861187,-0.26436406,-0.2081448
-2.29629715,1.32072943,-0.310698981,-1.50731015,-5.08994832,-1.2709904515,1.82897472,-0.2081448
-1.20254833,2.19174523,-0.310698981,0.30015361,0.73984934,1.1883303395,1.32685798,-0.2081448
4.48611347,-3.20429913,-0.346807963,-0.69559411,7.66073726,0.9235816859,0.13071857,-0.2081448
-1.20254833,-0.71371383,-0.274589999,-0.48636599,-1.46972143,-0.955370914,0.42974289,-0.2081448
1.02112148,0.25477253,-0.419025927,0.30015361,1.62702578,1.2838983673,-0.86245483,-0.2081448
-2.47810785,0.25477253,-0.274589999,-1.50731015,-2.83624666,-1.769886067,0.9207574,-0.2081448
-1.20254833,1.63813262,-0.159078401,-0.69559411,1.26332903,0.518274194,1.13490992,-0.2081448
