Time,Model,Description,Weights,mean_rmse,mean_adj_r_squared
2024-06-09T22:23:15Z,bias ~ rThreatIG1_log + sThreat3_log + identification_sol_gmc + generalized_gmc + contact_quality_gmc + symbolic_gmc + contact_friendsz_gmc + identification_selfinvestment_gmc + identification_sat_gmc + sThreat3_gmc + contact_quality_cubid + Identification5_gmc + identification_selfinvestment_squared + contact_quality_squared + symbolic_squared + DisgustS4_gmc + Identification1_gmc_x_Identification8_gmc + Identification2_gmc_x_rThreatOG2_gmc + sThreat2_gmc_x_sThreat4_gmc + Identification2_gmc_x_identification_sol_gmc + generalized_challdiff_gmc + DisgustS2_gmc_x_symbolic_gmc + ContactQ1_gmc_x_identification_sol_gmc + Identification8_gmc_x_ContactQ2_gmc + sThreat1_gmc_x_Identification2_gmc + sThreat1_gmc_x_Identification3_gmc + DisgustP5_gmc + Identification7_gmc_x_generalized_probdiff_gmc + DisgustS1_gmc_x_symbolic_gmc + sThreat3_gmc_x_Agreeable2_gmc + Identification3_gmc_x_symbolic_gmc + generalized_probdiff_gmc_x_generalized_gmc + DisgustR1_log + Identification4_gmc_x_DisgustP1_gmc + Identification4_gmc_x_Identification5_gmc + sThreat3_gmc_x_rThreatIG1_gmc + sThreat3_gmc_x_DisgustP5_gmc + ContactN1_gmc_x_rThreatIG1_gmc + sThreat1_gmc_x_Identification8_gmc + rThreatIG2_gmc_x_generalized_gmc + Identification8_gmc_x_generalized_challdiff_gmc + Identification4_gmc_x_rThreatIG1_gmc + Identification2_gmc_x_rThreatIG1_gmc + sThreat2_gmc_x_Agreeable2_gmc + Identification3_gmc_x_rThreatOG2_gmc + Identification1_gmc_x_Identification6_gmc + rThreatIG1_gmc_x_contact_friends_gmc,bias_ols_unweighted with 47 vars retained from elastic net,,0.7940550980370545,0.6764220925208594
